0.1,Node send file,4,map:0.0
0.11,Link Activate,4,map:0.0
0.12,Node received file,4,map:0.0
0.22,Node send file,4,map:0.0
0.23,Link Activate,4,map:0.0
0.24000000000000002,Node received file,4,map:0.0
0.34,Node send file,4,map:0.10080734758155535
0.35000000000000003,Link Activate,4,map:0.10080734758155535
0.36000000000000004,Node received file,4,map:0.10080734758155535
0.4600000000000001,Node send file,4,map:0.07482634032304752
0.4700000000000001,Link Activate,4,map:0.07482634032304752
0.4800000000000001,Node received file,4,map:0.07482634032304752
0.5800000000000001,Node send file,4,map:0.1444677870623713
0.5900000000000001,Link Activate,4,map:0.1444677870623713
0.6000000000000001,Node received file,4,map:0.1444677870623713
0.7000000000000001,Node send file,4,map:0.3257685900766607
0.7100000000000001,Link Activate,4,map:0.3257685900766607
0.7200000000000001,Node received file,4,map:0.3257685900766607
0.8200000000000001,Node send file,4,map:0.21138583222513763
0.8300000000000001,Link Activate,4,map:0.21138583222513763
0.8400000000000001,Node received file,4,map:0.21138583222513763
0.9400000000000001,Node send file,4,map:0.19991955119857902
0.9500000000000001,Link Activate,4,map:0.19991955119857902
0.9600000000000001,Node received file,4,map:0.19991955119857902
1.06,Node send file,4,map:0.03849831878640625
1.07,Link Activate,4,map:0.03849831878640625
1.08,Node received file,4,map:0.03849831878640625
1.1800000000000002,Node send file,4,map:0.048196174196872915
1.1900000000000002,Link Activate,4,map:0.048196174196872915
1.2000000000000002,Node received file,4,map:0.048196174196872915
1.3000000000000003,Node send file,4,map:0.22773956557612876
1.3100000000000003,Link Activate,4,map:0.22773956557612876
1.3200000000000003,Node received file,4,map:0.22773956557612876
1.4200000000000004,Node send file,4,map:0.22006239224189839
1.4300000000000004,Link Activate,4,map:0.22006239224189839
1.4400000000000004,Node received file,4,map:0.22006239224189839
1.5400000000000005,Node send file,4,map:0.056099384054217716
1.5500000000000005,Link Activate,4,map:0.056099384054217716
1.5600000000000005,Node received file,4,map:0.056099384054217716
1.6600000000000006,Node send file,4,map:0.05980323846168678
1.6700000000000006,Link Activate,4,map:0.05980323846168678
1.6800000000000006,Node received file,4,map:0.05980323846168678
1.7800000000000007,Node send file,4,map:0.024633472040165916
1.7900000000000007,Link Activate,4,map:0.024633472040165916
1.8000000000000007,Node received file,4,map:0.024633472040165916
1.9000000000000008,Node send file,4,map:0.20314584046808937
1.9100000000000008,Link Activate,4,map:0.20314584046808937
1.9200000000000008,Node received file,4,map:0.20314584046808937
2.020000000000001,Node send file,4,map:0.21149040700105373
2.0300000000000007,Link Activate,4,map:0.21149040700105373
2.0400000000000005,Node received file,4,map:0.21149040700105373
2.1400000000000006,Node send file,4,map:0.04520315725451632
2.1500000000000004,Link Activate,4,map:0.04520315725451632
2.16,Node received file,4,map:0.04520315725451632
2.2600000000000002,Node send file,4,map:-0.14530392766173258
2.27,Link Activate,4,map:-0.14530392766173258
2.28,Node received file,4,map:-0.14530392766173258
2.38,Node send file,4,map:0.0
2.3899999999999997,Link Activate,4,map:0.0
2.3999999999999995,Node received file,4,map:0.0
2.4999999999999996,Node send file,4,map:0.07658091381526455
2.5099999999999993,Link Activate,4,map:0.07658091381526455
2.519999999999999,Node received file,4,map:0.07658091381526455
2.619999999999999,Node send file,4,map:0.026004990057106242
2.629999999999999,Link Activate,4,map:0.026004990057106242
2.639999999999999,Node received file,4,map:0.026004990057106242
2.739999999999999,Node send file,4,map:0.09370224112646666
2.7499999999999987,Link Activate,4,map:0.09370224112646666
2.7599999999999985,Node received file,4,map:0.09370224112646666
2.8599999999999985,Node send file,4,map:0.2488668039044217
2.8699999999999983,Link Activate,4,map:0.2488668039044217
2.879999999999998,Node received file,4,map:0.2488668039044217
2.979999999999998,Node send file,4,map:0.40546227071501495
2.989999999999998,Link Activate,4,map:0.40546227071501495
2.999999999999998,Node received file,4,map:0.40546227071501495
3.099999999999998,Node send file,4,map:0.3109899838380608
3.1099999999999977,Link Activate,4,map:0.3109899838380608
3.1199999999999974,Node received file,4,map:0.3109899838380608
3.2199999999999975,Node send file,4,map:0.11548165881982975
3.2299999999999973,Link Activate,4,map:0.11548165881982975
3.239999999999997,Node received file,4,map:0.11548165881982975
3.339999999999997,Node send file,4,map:0.29282420476064325
3.349999999999997,Link Activate,4,map:0.29282420476064325
